0.000000 90.000000
1.000000 90.000000
0.500000 90.000000
0.333333 90.000000
0.666667 90.000000
1.000000 90.000000
0.750000 90.000000
0.600000 90.000000
0.500000 90.000000
0.428571 90.000000
0.571429 90.000000
0.714286 90.000000
0.857143 90.000000
0.750000 90.000000
0.875000 90.000000
0.777778 90.000000
0.888889 90.000000
0.800000 90.000000
0.727273 90.000000
0.818182 90.000000
0.750000 90.000000
0.692308 90.000000
0.769231 90.000000
0.714286 90.000000
0.666667 90.000000
0.733333 90.000000
0.800000 90.000000
0.866667 90.000000
0.812500 90.000000
0.764706 90.000000
0.823529 90.000000
0.777778 90.000000
0.833333 90.000000
0.888889 90.000000
0.944444 90.000000
1.000000 90.000000
1.055556 90.000000
1.111111 90.000000
1.166667 90.000000
1.105263 90.000000
1.050000 90.000000
1.100000 90.000000
1.150000 90.000000
1.095238 90.000000
1.045455 90.000000
1.090909 90.000000
1.043478 90.000000
1.000000 90.000000
0.960000 90.000000
1.000000 90.000000
0.961538 90.000000
1.000000 90.000000
1.038462 90.000000
1.000000 90.000000
0.964286 90.000000
0.931034 90.000000
0.900000 90.000000
0.870968 90.000000
0.843750 90.000000
0.875000 90.000000
0.848485 90.000000
0.823529 90.000000
0.800000 90.000000
0.777778 90.000000
0.756757 90.000000
0.783784 90.000000
0.763158 90.000000
0.789474 90.000000
0.815789 90.000000
0.794872 90.000000
0.775000 90.000000
0.756098 90.000000
0.738095 90.000000
0.720930 90.000000
0.744186 90.000000
0.767442 90.000000
0.750000 90.000000
0.733333 90.000000
0.717391 90.000000
0.702128 90.000000
0.723404 90.000000
0.744681 90.000000
0.729167 90.000000
0.750000 90.000000
0.734694 90.000000
0.720000 90.000000
0.705882 90.000000
0.725490 90.000000
0.745098 90.000000
0.764706 90.000000
